doi|title|authors|author_corresponding|author_corresponding_institution|date|version|type|license|category|jatsxml|abstract|published|server
10.1101/184416|"A ""molecular guillotine"" reveals an interphase function of Kinesin-5"|Lv, Z.; Rosenbaum, J.; Aspelmeier, T.; Grosshans, J.|Jorg  Grosshans|University of Gottingen|2017-09-04|1|new results|cc_no|developmental biology|https://www.biorxiv.org/content/early/2017/09/04/184416.source.xml|"Motor proteins are important for transport and force generation in a variety of cellular processes and morphogenesis. Here we design a general strategy for conditional motor mutants by inserting a protease cleavage site at the \""neck\"" between the head domain and the stalk of the motor protein, making the protein susceptible to proteolytic cleavage at the neck by the corresponding protease. To demonstrate the feasibility of this approach, we inserted the cleavage site of TEV protease into the neck of the tetrameric motor Kinesin-5. Application of TEV protease led to a specific depletion and functional loss of Kinesin-5 in Drosophila embryos. By this, we revealed that Kinesin-5 stabilized the microtubule network during interphase in syncytial embryos. The \""molecular guillotine\"" can potentially be applied to many motor proteins due to the conserved structures of kinesin, dynein and myosin with accessible necks.\n\nAuthor summaryWe design a general strategy for conditional motor mutants by inserting a protease cleavage site between head and stalk domain of the motor protein, making it susceptible to specific proteolytic cleavage. We demonstrate the feasibility of the approach with the motor Kinesin-5 and the protease TEV in Drosophila embryos. This approach can potentially be applied to motor proteins kinesin, dynein and myosin due to the conserved structures."|10.1242/jcs.210583|biorxiv
10.1101/184408|Reversal of molecular pathology by RNA-targeting Cas9 in a myotonic dystrophy mouse model|Batra, R.; Nelles, D. A.; Krach, F.; Thomas, J. D.; Snjader, L.; Blue, S. M.; Aigner, S.; Swanson, M. S.; Yeo, G. W.|Gene W. Yeo|University of California, San Diego|2017-09-04|1|new results|cc_by_nc_nd|molecular biology|https://www.biorxiv.org/content/early/2017/09/04/184408.source.xml|The dominantly inherited, multi-systemic disease myotonic dystrophy type I (DM1) is caused by triplet repeat CTG expansions in the DMPK gene and is the most common form of adult-onset muscular dystrophy. Elimination of the toxic, repetitive CUG RNA constitutes a therapeutic for this disease. We report an RNA-targeting Cas9 (RCas9) system that supports efficient reversal of DM1 phenotypes via delivery to adult poly(CUG) DM1 mouse muscle using adeno-associated virus (AAV). We observe elimination of CUG RNA, restoration of CUG foci-associated Mbnl1 protein to wild-type subcellular localization, correction of DM1-type alternative splicing patterns in candidate genes including the voltage-gated chloride channel 1 (Clcn1) responsible for characteristic myotonia, recovery of Clcn1 staining, and reduction in centralized myonuclei. Our results establish RCas9 as a potential long-term in vivo therapeutic for DM1.\n\nOne Sentence SummaryA repurposed CRISPR system termed RNA-targeting Cas9 reverses the molecular pathology associated with the most common type of adult onset muscular dystrophy in adult mouse muscle.|NA|biorxiv
10.1101/184325|Mechanistic causes of constrained phenotypic variation revealed by synthetic gene regulatory networks|Schaerli, Y.; Jimenez, A.; Duarte, J. M.; Mihajlovic, L.; Renggli, J.; Isalan, M.; Sharpe, J.; Wagner, A.|Yolanda  Schaerli|University of Lausanne|2017-09-04|1|new results|cc_by_nc_nd|systems biology|https://www.biorxiv.org/content/early/2017/09/04/184325.source.xml|Phenotypic variation is the raw material of adaptive Darwinian evolution. The phenotypic variation found in organismal development is biased towards certain phenotypes, but the molecular mechanisms behind such restrictions are still poorly understood. Gene regulatory networks have been proposed as one cause of constrained phenotypic variation. However, most of the evidence for this is theoretical rather than experimental. Here, we study evolutionary biases in two synthetic gene regulatory circuits expressed in E. coli that produce a gene expression stripe - a pivotal pattern in embryonic development. The two parental circuits produce the same phenotype, but create it through different regulatory mechanisms. We show that mutations cause distinct novel phenotypes in the two networks and use a combination of experimental measurements, mathematical modelling and DNA sequencing to understand why mutations bring forth only some but not other novel gene expression phenotypes. Our results reveal that the regulatory mechanisms of networks restrict the possible phenotypic variation upon mutation. Consequently, seemingly equivalent networks can indeed be distinct in how they constrain the outcome of further evolution.|10.15252/msb.20178102|biorxiv
10.1101/184440|The INO80 Chromatin Remodeler Sustains Metabolic Stability by Promoting TOR Signaling and Regulating Histone Acetylation|Beckwith, S. L.; Schwartz, E. K.; Garcia-Nieto, P. E.; King, D. A.; Gowans, G. J.; Wong, K. M.; Yao, W.; Eckley, T. L.; Paraschuk, A. P.; Peltan, E.; Lee, L. L.; Morrison, A.|Ashby  Morrison|Stanford University|2017-09-04|1|new results|cc_by_nc_nd|genetics|https://www.biorxiv.org/content/early/2017/09/04/184440.source.xml|Chromatin remodeling complexes are essential for gene expression programs that coordinate cell function with metabolic status. However, how these remodelers are integrated in metabolic stability pathways is not well known. Here, we report an expansive genetic screen with chromatin remodelers and metabolic regulators in Saccharomyces cerevisiae. We found that, unlike the SWR1 remodeler, the INO80 chromatin remodeling complex is composed of multiple distinct functional subunit modules. We identified a strikingly divergent genetic signature for the Ies6 subunit module that links the INO80 complex to metabolic homeostasis, including mitochondrial maintenance. INO80 is also needed to communicate TORC1-mediated signaling to chromatin and maintains histone acetylation at TORC1-responsive genes. Furthermore, computational analysis reveals subunits of INO80 and mTORC1 have high co-occurrence of alterations in human cancers. Collectively, these results demonstrate that the INO80 complex is a central component of metabolic homeostasis that influences histone acetylation and may contribute to disease when disrupted.|10.1371/journal.pgen.1007216|biorxiv
10.1101/184168|An open-source cryo-storage solution|Ultee, E.; Schenkel, F.; Yang, W.; Brenzinger, S.; Depelteau, J. S.; Briegel, A.|Ariane  Briegel|Leiden University|2017-09-04|1|new results|cc_by_nc_nd|molecular biology|https://www.biorxiv.org/content/early/2017/09/04/184168.source.xml|The field of cryo-electron microscopy is a rapidly growing method in structural biology. With this development, access to cryo-EM facilities becomes a bottleneck that results in long wait times between sample preparation and data acquisition. To improve sample storage, we developed a cryo-storage system with a more efficient and larger storage capacity that enables cryo-sample storage in a highly organized manner. This system is simple to use, cost-effective and easily adaptable for any type of grid box and storage dewar and any size cryo-EM laboratory.|10.1017/s143192761701279x|biorxiv
10.1101/184366|Systemic evidence of acute seizure-associated neuronal injury in patients with temporal lobe epilepsy|Kunda, S.; LaFrance-Corey, R. G.; Khadjevand, F.; Worrell, G. A.; Howe, C. L.|Charles L Howe|Mayo Clinic|2017-09-04|1|new results|cc_by_nc_nd|neuroscience|https://www.biorxiv.org/content/early/2017/09/04/184366.source.xml|Patients with drug refractory temporal lobe epilepsy frequently accumulate cognitive impairment over time, suggesting neuronal loss induced by seizures. We measured serum levels of neuron-specific enolase (NSE), a neuronal injury marker, relative to levels of S100{beta}, a marker of glial injury, at 6 AM, 9 AM, noon, 3 PM, and 6 PM over the course of several days in 7 epilepsy patients and 4 healthy controls. All epilepsy patients exhibited significant deviations in NSE levels through time, and 4 of the epilepsy patients exhibited large sample entropy values and large signal variation metrics for NSE relative to S100{beta}. Controls did not exhibit such changes. Correlation analysis revealed that NSE levels were significantly elevated after clinical seizure events. There was also a highly significant relationship between increased EEG spike frequency and an increase in serum NSE levels measured 24 hours later. The detection of large but transient post-ictal increases in NSE suggests that even self-limited seizures may cause an injury to neurons that underlies cognitive decline in some patients. Post-ictal assessment of serum NSE may serve as a biomarker for measuring the efficacy of future acute neuroprotective strategies in epilepsy patients.|NA|biorxiv
10.1101/184424|Largely unlinked gene sets targeted by selection for domestication syndrome phenotypes in maize and sorghum|Lai, X.; Yan, L.; Lu, Y.; Schnable, J.|James  Schnable|University of Nebraska-Lincoln|2017-09-04|1|new results|cc_by_nd|plant biology|https://www.biorxiv.org/content/early/2017/09/04/184424.source.xml|"The domestication of diverse grain crops from wild grasses resulted from artificial selection for a suite of overlapping traits producing changes referred to in aggregate as \""domestication syndrome\"". Parallel phenotypic change can be accomplished by either selection on orthologous genes, or selection on non-orthologous genes with parallel phenotypic effects. To determine how often artificial selection for domestication traits in the grasses targeted orthologous genes, we employed resequencing data from wild and domesticated accessions of Zea (maize) and Sorghum (sorghum). Many \""classic\"" domestication genes identified through QTL mapping in populations resulting from wild/domesticated crosses indeed show signatures of parallel selection in both maize and sorghum. However, the overall number of genes showing signatures of parallel selection in both species is not significantly different from that expected by chance. This suggests that, while a small number of genes will extremely large phenotypic effects have been targeted repeatedly by artificial selection during domestication, the optimization portion of domestication targeted small and largely non-overlapping subsets of all possible genes which could produce equivalent phenotypic alterations."|10.1111/tpj.13806|biorxiv
10.1101/184457|Patterns of gene body methylation predict coral fitness in new environments|Dixon, G. B.; Bay, L. K.; Matz, M. V.|Groves B. Dixon|University of Texas Austin|2017-09-04|1|new results|cc_by|ecology|https://www.biorxiv.org/content/early/2017/09/04/184457.source.xml|Despite widespread taxonomic representation, the function of gene body methylation (GBM) remains uncertain. One hypothesis is that GBM mediates phenotypic plasticity. To investigate this hypothesis, we performed whole-genome methylation and transcriptome profiling on reciprocally transplanted colony fragments of the reef-building coral Acropora millepora. GBM was only slightly affected by transplantation but these small changes correlated with coral fitness in the new environment. Specifically, for transplanted corals, similarity in GBM patterns to native corals positively correlated with growth rate, as well as carbohydrate, protein, lipid and endosymbiont content. Between populations, elevated GBM positively correlated with transcription, supporting previous findings that GBM is associated with stable and active transcription. Contrary to expectations however, changes in transcription as a result of transplantation did not correlate with changes in GBM and did not predict fitness. This indicates that on physiological time scales GBM is not directly coupled to transcription, leaving open the question about the mechanism linking GBM to fitness during acclimatization.|NA|biorxiv
10.1101/184523|Protective effect of estrogen against intervertebral disc degeneration is attenuated by miR-221 through targeting estrogen receptor|Sheng, B.; Yuan, Y.; Liu, X.; Zhang, Y.; Liu, H.; Shen, X.; Liu, B.; Chang, L.|Xiangyang  Liu|Hunan Provincial People Hospital, 1st Affiliated Hospital of Hunan Normal University, No. 6|2017-09-05|1|new results|cc_no|cell biology|https://www.biorxiv.org/content/early/2017/09/05/184523.source.xml|Intervertebral disc degeneration (IDD) is a multifactorial disease that associates apoptosis, senescence and calcification of cartilage cells, inflammatory response and alterations in the extracellular matrix. Previous documents imply that estrogen and miR-221 may be involved in IDD. This study further investigated their regulatory mechanisms underlying IDD. Normal and degenerated cartilaginous endplates (CEP) tissues were isolated surgically from juvenile patients with idiopathic scoliosis and adult patients with IDD, respectively. PCR and western blot assays showed decreased aggrecan, Col2A1, TGF-{beta} and estrogen receptor (ER) levels in CEP, but increased MMP-3, adamts-5, IL-1{beta}, TNF-, IL-6 and miR-221 levels. CEP cells were harvested from degenerated CEP tissues and treated with doses of 17{beta}-E2. 17{beta}-E2 increased expression of aggrecan and Col2A1 levels in endplate chondrocytes and secretion of TGF-{beta}, but decreased IL-6 secretion. Moreover, 17{beta}-E2 inhibited the apoptosis and cell-cycle arrest in G0/G1, improving the cell viability. These data indicated estrogen confers protective effect against IDD. However, we found that ER was a target of miR-221 via luciferase assay. miR-221 up-regulation via the mimics or ER knockdown attenuated these protective effects conferred by estrogen, while intervention of miR-221 via the inhibitors promoted the protective effects. This study provided novel evidence that estrogen confers protective effects of CEP against IDD, however, up-regulated miR-221 in degenerated CEP decreased the protective effects via targeting ER, thus it may be an important cause for IDD.|10.1093/abbs/gmy017|biorxiv
10.1101/184648|Glutamine metabolism regulates Th2 cell differentiation via the α-ketoglutarate-dependent demethylation of histone H3K27|Kuwahara, M.; Izumoto, M.; Honda, H.; Inoue, K.; Imai, Y.; Suzuki, J.; Maruyama, S.; Yasukawa, M.; Yamashita, M.|Masakatsu  Yamashita|Ehime University|2017-09-05|1|new results|cc_by|immunology|https://www.biorxiv.org/content/early/2017/09/05/184648.source.xml|The acquisition of T cell functions seems to be closely linked to the reprogramming of the metabolic pathway. However, the impact of metabolic changes on the differentiation of helper T cell subsets remains unclear. We found that TCR-mediated activation of glutamine metabolism regulates Th2 cell differentiation via the supplementation of -ketogulutalate (-KG) and histone H3K27 demethylation. Deprivation of glutamine or pharmacological inhibition of glutamine metabolism blocks the induction of Th2 cell differentiation without affecting Stat6 phosphorylation. The methylation status of H3K27 at the Th2 cytokine gene locus was significantly increased in Th2 cells cultured under glutamine-deprived conditions. The inhibitory effect of glutamine-deprivation was antagonized by -KG, and the -KG-dependent induction of Th2 cell differentiation was reduced in utx- and jmjd3-deficient naive CD4 T cells. These findings show that the glutamine-a-ketoglutarate axis is crucial to regulating the epigenetic status at the Th2 cytokine gene locus and subsequent Th2 cell differentiation.|NA|biorxiv
10.1101/184473|Synthetic negative feedback circuits using engineered small RNAs|Kelly, C. L.; Harris, A. W. K.; Steel, H.; Hancock, E. J.; Heap, J. T.; Papachristodoulou, A.|Antonis  Papachristodoulou|University of Oxford|2017-09-05|1|new results|cc_by_nd|synthetic biology|https://www.biorxiv.org/content/early/2017/09/05/184473.source.xml|Negative feedback is known to endow biological and man-made systems with robust performance in the face of uncertainties and disturbances. To date, synthetic biological feedback circuits have relied upon protein-based, transcriptional regulation to control circuit output. Small RNAs (sRNAs) are non-coding RNA molecules which can inhibit translation of target messenger RNAs (mRNAs). In this paper, we designed, modelled and built two synthetic negative feedback circuits that use rationally-designed sRNAs for the first time. The first circuit builds upon the well characterised tet-based autorepressor, incorporating an externally-inducible sRNA to tune the effective feedback strength. This allows more precise fine-tuning of the circuit output in contrast to the sigmoidal input-output response of the autorepressor alone. In the second circuit, the output is a transcription factor that induces expression of an sRNA which negatively regulates the translation of the mRNA encoding this output, creating direct, closed-loop, negative feedback. Analysis of the noise profiles of both circuits showed that the use of sRNAs did not result in large increases in noise. Stochastic and deterministic modelling of both circuits agreed well with experimental data. Finally, simulations using fitted parameters allowed dynamic attributes of each circuit such as response time and disturbance rejection to be investigated.|10.1093/nar/gky828|biorxiv
10.1101/184598|Shaping Epigenetic Memory via Genomic Bookmarking|Michieletto, D.; Chiang, M.; Coli, D.; Papantonis, A.; Orlandini, E.; Cook, P. R.; Marenduzzo, D.|Davide  Michieletto|University of Edinburgh|2017-09-05|1|new results|cc_by_nc_nd|biophysics|https://www.biorxiv.org/content/early/2017/09/05/184598.source.xml|"Reconciling the stability of epigenetic patterns with the rapid turnover of histone modifications and their adaptability to external stimuli is an outstanding challenge. Here, we propose a new biophysical mechanism that can establish and maintain robust yet plastic epigenetic domains via genomic bookmarking (GBM). We model chromatin as a recolourable polymer whose segments bear non-permanent histone marks (or colours) which can be modified by \""writer\"" proteins. The three-dimensional chromatin organisation is mediated by protein bridges, or \""readers\"", such as Polycomb Repressive Complexes and Transcription Factors. The coupling between readers and writers drives spreading of biochemical marks and sustains the memory of local chromatin states across replication and mitosis. In contrast, GBM-targeted perturbations destabilise the epigenetic patterns. Strikingly, we demonstrate that GBM alone can explain the full distribution of Polycomb marks in a whole Drosophila chromosome. We finally suggest that our model provides a starting point for an understanding of the biophysics of cellular differentiation and reprogramming."|10.1093/nar/gkx1200|biorxiv
10.1101/184515|iSeg: an efficient algorithm for segmentation of genomic and epigenomic data|Girimurugan, S. B.; Liu, Y.; Lung, P.-Y.; Vera, D.; Dennis, J.; Bass, H.; Zhang, J.|Jinfeng  Zhang|Florida State University|2017-09-05|1|new results|cc_no|bioinformatics|https://www.biorxiv.org/content/early/2017/09/05/184515.source.xml|BackgroundIdentification of functional elements of a genome often requires dividing a sequence of measurements along a genome into segments where adjacent segments have different properties, such as different mean values. This problem is often called the segmentation problem in the field of genomics, and the change-point problem in other scientific disciplines. Despite dozens of algorithms developed to address this problem in genomics research, methods with improved accuracy and speed are still needed to effectively tackle both existing and emerging genomic and epigenomic segmentation problems.\n\nResultsWe designed an efficient algorithm, called iSeg, for segmentation of genomic and epigenomic profiles. iSeg first utilizes dynamic programming to identify candidate segments and test for significance. It then uses a novel data structure based on two coupled balanced binary trees to detect overlapping significant segments and update them simultaneously during searching and refinement stages. Refinement and merging of significant segments are performed at the end to generate the final set of segments. By using an objective function based on the p-values of the segments, the algorithm can serve as a general computational framework to be combined with different assumptions on the distributions of the data. As a general segmentation method, it can segment different types of genomic and epigenomic data, such as DNA copy number variation, nucleosome occupancy, nuclease sensitivity, and differential nuclease sensitivity data. Using simple t-tests to compute p-values across multiple datasets of different types, we evaluate iSeg using both simulated and experimental datasets and show that it performs satisfactorily when compared with some other popular methods, which often employ more sophisticated statistical models. Implemented in C++, iSeg is also very computationally efficient, well suited for large numbers of input profiles and data with very long sequences.\n\nConclusionsWe have developed an effective and efficient general-purpose segmentation tool for sequential data and illustrated its use in segmentation of genomic and epigenomic profiles.|10.1186/s12859-018-2140-3|biorxiv
10.1101/184515|iSeg: an efficient algorithm for segmentation of genomic and epigenomic data|Girimurugan, S. B.; Liu, Y.; Lung, P.-Y.; Vera, D.; Dennis, J.; Bass, H.; Zhang, J.|Jinfeng  Zhang|Florida State University|2017-09-07|2|new results|cc_no|bioinformatics|https://www.biorxiv.org/content/early/2017/09/07/184515.source.xml|BackgroundIdentification of functional elements of a genome often requires dividing a sequence of measurements along a genome into segments where adjacent segments have different properties, such as different mean values. This problem is often called the segmentation problem in the field of genomics, and the change-point problem in other scientific disciplines. Despite dozens of algorithms developed to address this problem in genomics research, methods with improved accuracy and speed are still needed to effectively tackle both existing and emerging genomic and epigenomic segmentation problems.\n\nResultsWe designed an efficient algorithm, called iSeg, for segmentation of genomic and epigenomic profiles. iSeg first utilizes dynamic programming to identify candidate segments and test for significance. It then uses a novel data structure based on two coupled balanced binary trees to detect overlapping significant segments and update them simultaneously during searching and refinement stages. Refinement and merging of significant segments are performed at the end to generate the final set of segments. By using an objective function based on the p-values of the segments, the algorithm can serve as a general computational framework to be combined with different assumptions on the distributions of the data. As a general segmentation method, it can segment different types of genomic and epigenomic data, such as DNA copy number variation, nucleosome occupancy, nuclease sensitivity, and differential nuclease sensitivity data. Using simple t-tests to compute p-values across multiple datasets of different types, we evaluate iSeg using both simulated and experimental datasets and show that it performs satisfactorily when compared with some other popular methods, which often employ more sophisticated statistical models. Implemented in C++, iSeg is also very computationally efficient, well suited for large numbers of input profiles and data with very long sequences.\n\nConclusionsWe have developed an effective and efficient general-purpose segmentation tool for sequential data and illustrated its use in segmentation of genomic and epigenomic profiles.|10.1186/s12859-018-2140-3|biorxiv
10.1101/184572|LRSDAY: Long-read sequencing data analysis for yeasts|Yue, J.-X.; Liti, G.|Jia-Xing  Yue|Institute for Research on Cancer and Aging, Nice (IRCAN), CNRS|2017-09-05|1|new results|cc_by_nd|bioinformatics|https://www.biorxiv.org/content/early/2017/09/05/184572.source.xml|Long-read sequencing technologies have become increasingly popular in genome projects due to their strengths in resolving complex genomic regions. As a leading model organism with small genome size and great biotechnological importance, the budding yeast, Saccharomyces cerevisiae, has many isolates currently being sequenced with long reads. However, analyzing long-read sequencing data to produce high-quality genome assembly and annotation remains challenging. Here we present LRSDAY, the first one-stop solution to streamline this process. LRSDAY can produce chromosome-level end-to-end genome assembly and comprehensive annotations for various genomic features (including centromeres, protein-coding genes, tRNAs, transposable elements and telomere-associated elements) that are ready for downstream analysis. Although tailored for S. cerevisiae, we designed LRSDAY to be highly modular and customizable, making it adaptable for virtually any eukaryotic organisms. Applying LRSDAY to a S. cerevisiae strain takes [~]43 hrs to generate a complete and well-annotated genome from [~]100X Pacific Biosciences (PacBio) reads using four threads.|10.1038/nprot.2018.025|biorxiv
10.1101/184663|Parsimonious identification of evolutionary shifts for quantitative characters|Chabrol, O.; Didier, G.|Gilles  Didier|CNRS|2017-09-05|1|new results|cc_no|evolutionary biology|https://www.biorxiv.org/content/early/2017/09/05/184663.source.xml|Detecting shifts in the rate or the trend of a character evolution is an important question which has been widely addressed. To our knowledge, all the approaches developed so far for detecting such shifts from a quantitative character strongly involved stochastic models of evolution.\n\nWe propose here a novel method based on an asymmetric version of the linear parsimony (aka Wagner parsimony) for identifying the most parsimonious split of a tree into two parts between which the evolution of the character is allowed to differ. To this end, we evaluate the cost of splitting a phylogenetic tree at a given node as the integral, over all pairs of asymmetry parameters, of the most parsimonious cost which can be achieved by using the first parameter on the subtree pending from this node and the second parameter elsewhere. By testing all the nodes, we then get the most parsimonious split of a tree with regard to the character values at its tips.\n\nA study of the partial costs of the tree enabled us to develop a polynomial algorithm for determining the most parsimonious splits and their evolutionary costs. Applying this algorithm on two toy examples shows that using more than one asymmetry parameter does not always lower parsimonious costs. By using the approach on biological datasets, we obtained splits consistent with those identified by previous stochastic approaches.|NA|biorxiv
10.1101/184705|The Moran coalescent in a discrete one-dimensional spatial model|Shpak, M.; Lu, J.; Townsend, J. P.|Max  Shpak|St. David's Medical Center|2017-09-05|1|new results|cc_by_nc_nd|genetics|https://www.biorxiv.org/content/early/2017/09/05/184705.source.xml|Among many organisms, offspring are constrained to occur at sites adjacent to their parents. This applies to plants and animals with limited dispersal ability, to colonies of microbes in biofilms, and to other genetically heterogeneous aggregates of cells, such as cancerous tumors. The spatial structure of such populations leads to greater relatedness among proximate individuals while increasing the genetic divergence between distant individuals. In this study, we analyze a Moran coa-lescent in a one-dimensional spatial model where a randomly selected individual dies and is replaced by the progeny of an adjacent neighbor in every generation. We derive a recursive system of equations using the spatial distance among haplotypes as a state variable to compute coalescent probabilities and coalescent times. The coalescent probabilities near the branch termini are smaller than in the unstructured Moran model (except for t = 1, where they are equal), corresponding to longer branch lengths and greater expected pairwise coalescent times. The lower terminal coalescent probabilities result from a spatial separation of lineages, i.e. a coalescent event between a haplotype and its neighbor in one spatial direction at time t cannot co-occur with a coalescent event with a haplotype in the opposite direction at t + 1. The concomitant increased pairwise genetic distance among randomly sampled haplotypes in spatially constrained populations could lead to incorrect inferences of recent diversifying selection or of population bottlenecks when analyzed using an unconstrained coalescent model as a null hypothesis.|NA|biorxiv
10.1101/184531|Oscillations synchronize amygdala-to-prefrontal primate circuits during aversive learning|Taub, A. H.; Paz, R.|Rony  Paz|Weizmann Institute of Science|2017-09-05|1|new results|cc_by_nc_nd|neuroscience|https://www.biorxiv.org/content/early/2017/09/05/184531.source.xml|The contribution of oscillatory synchrony in the primate amygdala-prefrontal pathway to aversive learning remains unknown. We found increased power and phase synchrony in the theta range during aversive conditioning. The synchrony was linked to single-unit spiking and exhibited specific directionality between input and output measures in each region. Although it was correlated with the development of conditioned responses, it declined once the association stabilized. The results suggest that amygdala spikes aid to synchronize ACC activity and transfer error-signal information to support memory formation.\n\nHighlightsO_LITone-odor conditioning induces theta phase-reset in primate amygdala and dACC\nC_LIO_LIA directional phase-locking develops between amygdala spikes and dACC Theta\nC_LIO_LIInformation transfer from Amygdala to dACC decreases once memory stabilizes\nC_LI|10.1016/j.neuron.2017.11.042|biorxiv
10.1101/173773|Audiovisual detection at different intensities and delays|Chandrasekaran, C.; Gondan, M.|Chandramouli  Chandrasekaran|Stanford University|2017-09-05|1|new results|cc_by_nc_nd|neuroscience|https://www.biorxiv.org/content/early/2017/09/05/173773.source.xml|In divided-attention tasks with two classes of target stimuli (e.g., auditory and visual), redundancy gains are typically observed if both targets are presented simultaneously, as compared with single-target presentation. Different models explain such redundant-signals effects, including race and coactivation models. Here we generalize one such coactivation model, the superposition model, and show that restricting this evidence accumulation process to a limited time interval, that is a temporal deadline, provides the model the ability to describe the detection behavior of two monkeys across a wide range of intensities and stimulus onset asynchronies. We present closed-form solutions for the mean absorption times and probabilities for the two-stage diffusion process with drift towards a single barrier in the presence of a temporal deadline.|10.1016/j.jmp.2019.05.001|biorxiv
10.1101/184622|Biological influence of extracts of cryopreserved fragments of piglets’ heart and skin|Rohoza, L. A.; Bespalova, I. G.; Chizh, M. O.; Halchenko, S. Y.; Sandomirsky, B. P.|Liliia A. Rohoza|Institute for Problems of Cryobiology and Cryomedicine of the NAS of Ukraine|2017-09-05|1|new results|cc_by_nc|pathology|https://www.biorxiv.org/content/early/2017/09/05/184622.source.xml|One of the new directions on which the searches used to find the methods to effectively correct the regeneration in case of different pathologies is the application of biologically active peptides and their mixtures. In the work there was investigated the biological influence of extracts of cryopreserved fragments of skin and heart of newborn piglets with the cold wound of skin and myocardial ischemia in rats respectively. For investigations the extracts were obtained from cryopreserved fragments of newborn piglets skin and heart. Cold wound of skin was modelled in rats by 10 mm copper applicator cooled in liquid nitrogen down to -196{degrees}C; the areas of wounds were determined by planimetric method, the white blood cells counts were analysed. In rats with myocardial ischemia there were studied the electrocardiograms, heart rate variability and proliferative activity of heart cells. The injection of extracts of cryopreserved fragments of skin to the animals abdominal cavity accelerates the healing of cold wound of skin and normalizes the response of immune system to an injury. After the injection during 2 months to the animals with myocardial ischemia with extracts of cryopreserved fragments of heart the normalization of electrophysiological indices of heart activity was observed that testified about the improved blood supply to a heart muscle. Being injected to healthy animals and those with myocardial ischemia the extracts of cryopreserved fragments of heart resulted in an increase in proliferative activity of heart cells. The studied extracts have a high biological effect and can be applied when designing the drugs for regenerative medicine.\n\nSummary statementThe extracts of cryopreserved fragments of piglets heart or skin were shown as stimulating reparative regeneration of heart tissues in myocardial ischemia of rats and skin in a cold wound, respectively.|NA|biorxiv
10.1101/184820|GWAS Meta-Analysis of Neuroticism (N=449,484) Identifies Novel Genetic Loci and Pathways|Nagel, M.; Jansen, P. R.; Stringer, S.; Watanabe, K.; de Leeuw, C. A.; Bryois, J.; Savage, J. E.; Hammerschlag, A. R.; Skene, N.; Munoz-Manchado, A. B.; 23andMe Research Team,  ; Linnasrsson, S.; Hjerling-Leffler, J.; White, T.; Tiemeier, H.; Polderman, T. J.; Sullivan, P. F.; van der Sluis, S.; Posthuma, D.|Danielle  Posthuma|VU University|2017-09-05|1|new results|cc_by_nc_nd|genetics|https://www.biorxiv.org/content/early/2017/09/05/184820.source.xml|Neuroticism is an important risk factor for psychiatric traits including depression1, anxiety2,3, and schizophrenia4-6. Previous genome-wide association studies7-12 (GWAS) reported 16 genomic loci10-12. Here we report the largest neuroticism GWAS meta-analysis to date (N=449,484), and identify 136 independent genome-wide significant loci (124 novel), implicating 599 genes. Extensive functional follow-up analyses show enrichment in several brain regions and involvement of specific cell-types, including dopaminergic neuroblasts (P=3x10-8), medium spiny neurons (P=4x10-8) and serotonergic neurons (P=1x10-7). Gene-set analyses implicate three specific pathways: neurogenesis (P=4.4x10-9), behavioural response to cocaine processes (P=1.84x10-7), and axon part (P=5.26x10-8). We show that neuroticisms genetic signal partly originates in two genetically distinguishable subclusters13 (depressed affect and worry, the former being genetically strongly related to depression, rg=0.84), suggesting distinct causal mechanisms for subtypes of individuals. These results vastly enhance our neurobiological understanding of neuroticism, and provide specific leads for functional follow-up experiments.|10.1038/s41588-018-0151-7|biorxiv
10.1101/184762|T cell activation and the HLA locus associate with latent infections of human African trypanosomiasis|Capewell, P.; Bucheton, B.; Clucas, C.; Ilboudo, H.; Cooper, A.; Gorman, T.-A.; O'Neill, K.; Patakas, A.; Platt, A.; Vaikkinen, H.; Weir, W.; Camara, M.; Garside, P.; Jamonneau, V.; MacLeod, A.|Paul  Capewell|University of Glasgow|2017-09-05|1|new results|cc_no|genetics|https://www.biorxiv.org/content/early/2017/09/05/184762.source.xml|Infections by many pathogens can result in a wide range of phenotypes, from severe to mild, or even asymptomatic. Understanding the genetic basis of these phenotypes can lead to better tools to treat patients or detect reservoirs. To identify human genetic factors that contribute to symptoms diversity, we examined the range of disease severities caused by the parasite T. b. gambiense, the primary cause of human African trypanosomiasis (HAT). We analyzed the transcriptomes of immune cells from both symptomatic HAT cases and individuals with latent infections. Our analysis identified several genes and pathways that associated with the latent phenotype, primarily suggesting increased T and B cell activation in HAT patients relative to latent infections. We also used these transcriptome data to conduct an exome-wide single nucleotide polymorphism (SNP) association study. This suggested that SNPs in the human major histocompatibility locus (HLA) associate with severity, supporting the transcription data and suggesting that T cell activation is a determining factor in outcome. Finally, to establish if T cell activation controls disease severity, we blocked co-stimulatory dependent T cell activation in an animal model for HAT. This showed that reducing T cell activation during trypanosome infection improves symptoms and reduces parasitemia. Our data has used a combination of transcriptome-wide analysis and an in vivo model to reveal that T cell activation and the HLA locus associate with the development of symptoms during HAT. This may open new avenues for the development of new therapeutics and prognostics.|NA|biorxiv
